,company_name,average_salary,total_sale
52,한국씨티은행,"14,011만원",3조원
53,현대커머셜,"10,392만원",4776.7억원
54,현대하이라이프손해사정,"5,601만원",719억원
55,에스비아이저축은행,회사없음,회사없음
56,롯데손해보험,"6,571만원",3.8조원
57,한화손해보험,"7,632만원",8조원
58,기술보증기금,"8,979만원",3396.9억원
59,한화손해사정,"4,987만원",453.3억원
60,악사손해보험,"5,516만원",9294.1억원
61,흥국생명보험,"7,063만원",4.4조원
62,다스카손해사정화재해상,"3,651만원",365억원
63,하나증권,회사없음,회사없음
64,산와대부,"5,519만원",6104.1억원
65,케이비국민카드,"12,659만원",3.1조원
66,공무원연금공단,"7,088만원",15조원
67,에이원손해사정,"3,362만원",410억원
68,케이비증권,회사없음,회사없음
69,유안타증권,"12,542만원",2.1조원
70,삼성화재애니카손해사정,"6,082만원",2001.3억원
71,로카모빌리티,"5,188만원",1083.5억원
72,하나캐피탈,"7,070만원",6957.2억원
73,신영증권,"11,347만원",1.6조원
74,카카오뱅크,회사없음,회사없음
75,미래에셋증권,"6,082만원",회사없음
76,대구은행,"9,985만원",2.6조원
77,케이비캐피탈,"8,719만원",9906.7억원
78,한화투자증권,"12,426만원",1.5조원
79,흥국화재해상보험,"7,970만원",4.3조원
80,미래에셋생명보험,"9,693만원",3.4조원
81,카카오페이,"7,474만원",4034.2억원
82,경남은행,"11,098만원",1.6조원
83,인카금융서비스,"4,530만원",3143.3억원
84,수산업협동조합중앙회,"6,082만원",1.7조원
85,에즈금융서비스,"3,506만원",1530.6억원
86,부산은행,"11,446만원",2.7조원
87,피플라이프,회사없음1,회사없음1
88,광주은행,"9,814만원",9413.1억원
89,웰컴크레디라인대부,"4,608만원",735.6억원
90,고려신용정보,"3,830만원",1422.5억원
91,한국투자저축은행,"6,032만원",2562.1억원
92,엔에이치농협캐피탈,"8,224만원",3750.6억원
93,롯데캐피탈,"8,394만원",9970.3억원
94,한국무역보험공사,"9,274만원",1.4조원
95,우리카드,"9,147만원",1.3조원
96,신용협동조합중앙회,"6,032만원",2조원
97,신한생명보험,"12,393만원",5.4조원
98,제이비우리캐피탈,"8,879만원",6599.2억원
99,케이디비생명보험,"8,099만원",3.6조원
100,동양생명보험,"9,467만원",6.2조원
101,유진투자증권,"11,994만원",8775.5억원
102,농협생명보험,"10,974만원",9.6조원
103,에이플러스에셋어드바이저,"4,387만원",2183.8억원
104,제이티친애저축은행,"5,638만원",2130.4억원
105,조이크레디트대부금융,"5,852만원",1439.3억원
106,아프로파이낸셜대부,"4,891만원",4114억원
107,예금보험공사,"8,950만원",2.1조원
108,비엠더블유파이낸셜서비스코리아,"5,877만원",7029.4억원
109,프라임에셋,"5,357만원",3071.2억원
110,에이비엘생명보험,"8,866만원",2.6조원
111,메르세데스벤츠파이낸셜서비스코리아,"7,709만원",2024.4억원
112,오릭스캐피탈코리아,"6,235만원",3480.6억원
113,페퍼저축은행,"6,032만원",2885.1억원
114,신한저축은행,"6,032만원",1178.8억원
115,케이비생명보험,회사없음,회사없음
116,디비생명보험,"7,626만원",2.3조원
117,미쓰비시도쿄유에프제이은행서울지점,회사없음,회사없음
118,아주캐피탈,"10,508만원",6464.4억원
119,한국벤처투자,"7,001만원",248.8억원
120,에이아이지손해보험,"6,032만원",8640.3억원
121,핀크,"5,805만원",59.4억원
122,하나손해보험,회사없음,회사없음
123,디비씨에이에스손해사정,"5,510만원",478.8억원
124,미래에셋자산운용,"13,847만원",2705.5억원
125,현대차증권,"12,129만원",6792.7억원
126,애큐온캐피탈,"9,961만원",2691.6억원
127,유화증권,"4,605만원",206.7억원
128,에스케이증권,"12,280만원",5627.3억원
129,이베스트투자증권,"18,665만원",1.1조원
130,새마을금고중앙회,"6,082만원",5.2조원
131,아이비케이투자증권,"10,791만원",1.1조원
132,중국은행서울지점,회사없음,회사없음
133,한국외환은행,회사없음,회사없음
134,한국거래소,"6,032만원",3861.7억원
135,한빛자산관리대부,회사없음,회사없음
136,전북은행,"9,966만원",7096.4억원
137,농협손해보험,"10,142만원",4.9조원
138,한국예탁결제원,"10,745만원",2688.8억원
139,브이피,"5,769만원",655.8억원
140,건설근로자공제회,회사없음,회사없음
141,엠캐피탈,회사없음,회사없음
142,한패스,"4,115만원",195.1억원
143,현대라이프생명보험,"9,464만원",17.5억원
144,바로크레디트대부,"4,354만원",1133억원
145,글로벌금융판매,"3,442만원",4473.3억원
146,현대하이카손해사정,"6,082만원",1294.9억원
147,아이비케이캐피탈,"9,880만원",3933.2억원
148,다올투자증권,회사없음,회사없음
149,한국예술인복지재단,"4,651만원",864.2억원
